Propellant name
psig,r,AP,Binder,Aluminium,,x,Tn,,Ts,Tf,,A,Bm,¥ò,,A,B,
1.4,0.123,0.775,0.225,0,,0,0,,0,0,,0,988.415,2.45966e+06,,0,988.415,
488.7,0.445,,,,,0.001,0.001,,,,,0.001,988.416,2.45966e+06,
985,0.542,,,,,0.002,0.002,,,,,0.002,988.417,2.45966e+06,
1479.5,0.639,,,,,0.003,0.003,,,,,0.003,988.418,2.45966e+06,
1985,0.727,,,,,0.004,0.004,,,,,0.004,988.419,2.45966e+06,
,,,,,,0.005,0.005,,,,,0.005,988.42,2.45966e+06,
,,,,,,0.006,0.006,,,,,0.006,988.421,2.45966e+06,
,,,,,,0.007,0.007,,,,,0.007,988.422,2.45966e+06,
,,,,,,0.008,0.008,,,,,0.008,988.423,2.45966e+06,
,,,,,,0.009,0.009,,,,,0.009,988.424,2.45966e+06,
,,,,,,0.01,0.01,,,,,0.01,988.425,2.45966e+06,
,,,,,,0.011,0.011,,,,,0.011,988.426,2.45966e+06,
,,,,,,0.012,0.012,,,,,0.012,988.427,2.45966e+06,
,,,,,,0.013,0.013,,,,,0.013,988.428,2.45966e+06,
,,,,,,0.014,0.014,,,,,0.014,988.429,2.45966e+06,
,,,,,,0.015,0.015,,,,,0.015,988.43,2.45966e+06,
,,,,,,0.016,0.016,,,,,0.016,988.431,2.45966e+06,
,,,,,,0.017,0.017,,,,,0.017,988.432,2.45966e+06,
,,,,,,0.018,0.018,,,,,0.018,988.433,2.45966e+06,
,,,,,,0.019,0.019,,,,,0.019,988.434,2.45966e+06,
,,,,,,0.02,0.02,,,,,0.02,988.435,2.45966e+06,
,,,,,,0.021,0.021,,,,,0.021,988.436,2.45966e+06,
,,,,,,0.022,0.022,,,,,0.022,988.437,2.45966e+06,
,,,,,,0.023,0.023,,,,,0.023,988.438,2.45966e+06,
,,,,,,0.024,0.024,,,,,0.024,988.439,2.45966e+06,
,,,,,,0.025,0.025,,,,,0.025,988.44,2.45966e+06,
,,,,,,0.026,0.026,,,,,0.026,988.441,2.45966e+06,
,,,,,,0.027,0.027,,,,,0.027,988.442,2.45966e+06,
,,,,,,0.028,0.028,,,,,0.028,988.443,2.45966e+06,
,,,,,,0.029,0.029,,,,,0.029,988.444,2.45966e+06,
,,,,,,0.03,0.03,,,,,0.03,988.445,2.45966e+06,
,,,,,,0.031,0.031,,,,,0.031,988.446,2.45966e+06,
,,,,,,0.032,0.032,,,,,0.032,988.447,2.45966e+06,
,,,,,,0.033,0.033,,,,,0.033,988.448,2.45966e+06,
,,,,,,0.034,0.034,,,,,0.034,988.449,2.45966e+06,
,,,,,,0.035,0.035,,,,,0.035,988.45,2.45966e+06,
,,,,,,0.036,0.036,,,,,0.036,988.451,2.45966e+06,
,,,,,,0.037,0.037,,,,,0.037,988.452,2.45966e+06,
,,,,,,0.038,0.038,,,,,0.038,988.453,2.45966e+06,
,,,,,,0.039,0.039,,,,,0.039,988.454,2.45966e+06,
,,,,,,0.04,0.04,,,,,0.04,988.455,2.45966e+06,
,,,,,,0.041,0.041,,,,,0.041,988.456,2.45966e+06,
,,,,,,0.042,0.042,,,,,0.042,988.457,2.45966e+06,
,,,,,,0.043,0.043,,,,,0.043,988.458,2.45966e+06,
,,,,,,0.044,0.044,,,,,0.044,988.459,2.45966e+06,
,,,,,,0.045,0.045,,,,,0.045,988.46,2.45966e+06,
,,,,,,0.046,0.046,,,,,0.046,988.461,2.45966e+06,
,,,,,,0.047,0.047,,,,,0.047,988.462,2.45966e+06,
,,,,,,0.048,0.048,,,,,0.048,988.463,2.45966e+06,
,,,,,,0.049,0.049,,,,,0.049,988.464,2.45966e+06,
,,,,,,0.05,0.05,,,,,0.05,988.465,2.45966e+06,
,,,,,,0.051,0.051,,,,,0.051,988.466,2.45966e+06,
,,,,,,0.052,0.052,,,,,0.052,988.467,2.45966e+06,
,,,,,,0.053,0.053,,,,,0.053,988.468,2.45966e+06,
,,,,,,0.054,0.054,,,,,0.054,988.469,2.45966e+06,
,,,,,,0.055,0.055,,,,,0.055,988.47,2.45966e+06,
,,,,,,0.056,0.056,,,,,0.056,988.471,2.45966e+06,
,,,,,,0.057,0.057,,,,,0.057,988.472,2.45966e+06,
,,,,,,0.058,0.058,,,,,0.058,988.473,2.45966e+06,
,,,,,,0.059,0.059,,,,,0.059,988.474,2.45966e+06,
,,,,,,0.06,0.06,,,,,0.06,988.475,2.45966e+06,
,,,,,,0.061,0.061,,,,,0.061,988.476,2.45966e+06,
,,,,,,0.062,0.062,,,,,0.062,988.477,2.45966e+06,
,,,,,,0.063,0.063,,,,,0.063,988.478,2.45966e+06,
,,,,,,0.064,0.064,,,,,0.064,988.479,2.45966e+06,
,,,,,,0.065,0.065,,,,,0.065,988.48,2.45966e+06,
,,,,,,0.066,0.066,,,,,0.066,988.481,2.45966e+06,
,,,,,,0.067,0.067,,,,,0.067,988.482,2.45966e+06,
,,,,,,0.068,0.068,,,,,0.068,988.483,2.45966e+06,
,,,,,,0.069,0.069,,,,,0.069,988.484,2.45966e+06,
,,,,,,0.07,0.07,,,,,0.07,988.485,2.45966e+06,
,,,,,,0.071,0.071,,,,,0.071,988.486,2.45966e+06,
,,,,,,0.072,0.072,,,,,0.072,988.487,2.45966e+06,
,,,,,,0.073,0.073,,,,,0.073,988.488,2.45966e+06,
,,,,,,0.074,0.074,,,,,0.074,988.489,2.45966e+06,
,,,,,,0.075,0.075,,,,,0.075,988.49,2.45966e+06,
,,,,,,0.076,0.076,,,,,0.076,988.491,2.45966e+06,
,,,,,,0.077,0.077,,,,,0.077,988.492,2.45966e+06,
,,,,,,0.078,0.078,,,,,0.078,988.493,2.45966e+06,
,,,,,,0.079,0.079,,,,,0.079,988.494,2.45966e+06,
,,,,,,0.08,0.08,,,,,0.08,988.495,2.45966e+06,
,,,,,,0.081,0.081,,,,,0.081,988.496,2.45966e+06,
,,,,,,0.082,0.082,,,,,0.082,988.497,2.45966e+06,
,,,,,,0.083,0.083,,,,,0.083,988.498,2.45966e+06,
,,,,,,0.084,0.084,,,,,0.084,988.499,2.45966e+06,
,,,,,,0.085,0.085,,,,,0.085,988.5,2.45966e+06,
,,,,,,0.086,0.086,,,,,0.086,988.501,2.45966e+06,
,,,,,,0.087,0.087,,,,,0.087,988.502,2.45966e+06,
,,,,,,0.088,0.088,,,,,0.088,988.503,2.45966e+06,
,,,,,,0.089,0.089,,,,,0.089,988.504,2.45966e+06,
,,,,,,0.09,0.09,,,,,0.09,988.505,2.45966e+06,
,,,,,,0.091,0.091,,,,,0.091,988.506,2.45966e+06,
,,,,,,0.092,0.092,,,,,0.092,988.507,2.45966e+06,
,,,,,,0.093,0.093,,,,,0.093,988.508,2.45966e+06,
,,,,,,0.094,0.094,,,,,0.094,988.509,2.45966e+06,
,,,,,,0.095,0.095,,,,,0.095,988.51,2.45966e+06,
,,,,,,0.096,0.096,,,,,0.096,988.511,2.45966e+06,
,,,,,,0.097,0.097,,,,,0.097,988.512,2.45966e+06,
,,,,,,0.098,0.098,,,,,0.098,988.513,2.45966e+06,
,,,,,,0.099,0.099,,,,,0.099,988.514,2.45966e+06,
,,,,,,0.1,0.1,,,,,0.1,988.515,2.45966e+06,
,,,,,,0.101,0.101,,,,,0.101,988.516,2.45966e+06,
,,,,,,0.102,0.102,,,,,0.102,988.517,2.45966e+06,
,,,,,,0.103,0.103,,,,,0.103,988.518,2.45966e+06,
,,,,,,0.104,0.104,,,,,0.104,988.519,2.45966e+06,
,,,,,,0.105,0.105,,,,,0.105,988.52,2.45966e+06,
,,,,,,0.106,0.106,,,,,0.106,988.521,2.45966e+06,
,,,,,,0.107,0.107,,,,,0.107,988.522,2.45966e+06,
,,,,,,0.108,0.108,,,,,0.108,988.523,2.45966e+06,
,,,,,,0.109,0.109,,,,,0.109,988.524,2.45966e+06,
,,,,,,0.11,0.11,,,,,0.11,988.525,2.45966e+06,
,,,,,,0.111,0.111,,,,,0.111,988.526,2.45966e+06,
,,,,,,0.112,0.112,,,,,0.112,988.527,2.45966e+06,
,,,,,,0.113,0.113,,,,,0.113,988.528,2.45966e+06,
,,,,,,0.114,0.114,,,,,0.114,988.529,2.45966e+06,
,,,,,,0.115,0.115,,,,,0.115,988.53,2.45966e+06,
,,,,,,0.116,0.116,,,,,0.116,988.531,2.45966e+06,
,,,,,,0.117,0.117,,,,,0.117,988.532,2.45966e+06,
,,,,,,0.118,0.118,,,,,0.118,988.533,2.45966e+06,
,,,,,,0.119,0.119,,,,,0.119,988.534,2.45966e+06,
,,,,,,0.12,0.12,,,,,0.12,988.535,2.45966e+06,
,,,,,,0.121,0.121,,,,,0.121,988.536,2.45966e+06,
,,,,,,0.122,0.122,,,,,0.122,988.537,2.45966e+06,
,,,,,,0.123,0.123,,,,,0.123,988.538,2.45966e+06,
