Propellant name
psig,r,AP,Binder,Aluminium,,x,Tn,,Ts,Tf,,A,Bm,¥ò,,A,B,
5.9,0.126,0.775,0.225,0,,0,0,,0,0,,0,987.748,2.45182e+06,,0,987.748,
482.8,0.459,,,,,0.001,0.001,,,,,0.001,987.749,2.45182e+06,
984.8,0.545,,,,,0.002,0.002,,,,,0.002,987.75,2.45182e+06,
1480.9,0.618,,,,,0.003,0.003,,,,,0.003,987.751,2.45182e+06,
1981.9,0.694,,,,,0.004,0.004,,,,,0.004,987.752,2.45182e+06,
,,,,,,0.005,0.005,,,,,0.005,987.753,2.45182e+06,
,,,,,,0.006,0.006,,,,,0.006,987.754,2.45182e+06,
,,,,,,0.007,0.007,,,,,0.007,987.755,2.45182e+06,
,,,,,,0.008,0.008,,,,,0.008,987.756,2.45182e+06,
,,,,,,0.009,0.009,,,,,0.009,987.757,2.45182e+06,
,,,,,,0.01,0.01,,,,,0.01,987.758,2.45182e+06,
,,,,,,0.011,0.011,,,,,0.011,987.759,2.45182e+06,
,,,,,,0.012,0.012,,,,,0.012,987.76,2.45182e+06,
,,,,,,0.013,0.013,,,,,0.013,987.761,2.45182e+06,
,,,,,,0.014,0.014,,,,,0.014,987.762,2.45182e+06,
,,,,,,0.015,0.015,,,,,0.015,987.763,2.45182e+06,
,,,,,,0.016,0.016,,,,,0.016,987.764,2.45182e+06,
,,,,,,0.017,0.017,,,,,0.017,987.765,2.45182e+06,
,,,,,,0.018,0.018,,,,,0.018,987.766,2.45182e+06,
,,,,,,0.019,0.019,,,,,0.019,987.767,2.45182e+06,
,,,,,,0.02,0.02,,,,,0.02,987.768,2.45182e+06,
,,,,,,0.021,0.021,,,,,0.021,987.769,2.45182e+06,
,,,,,,0.022,0.022,,,,,0.022,987.77,2.45182e+06,
,,,,,,0.023,0.023,,,,,0.023,987.771,2.45182e+06,
,,,,,,0.024,0.024,,,,,0.024,987.772,2.45182e+06,
,,,,,,0.025,0.025,,,,,0.025,987.773,2.45182e+06,
,,,,,,0.026,0.026,,,,,0.026,987.774,2.45182e+06,
,,,,,,0.027,0.027,,,,,0.027,987.775,2.45182e+06,
,,,,,,0.028,0.028,,,,,0.028,987.776,2.45182e+06,
,,,,,,0.029,0.029,,,,,0.029,987.777,2.45182e+06,
,,,,,,0.03,0.03,,,,,0.03,987.778,2.45182e+06,
,,,,,,0.031,0.031,,,,,0.031,987.779,2.45182e+06,
,,,,,,0.032,0.032,,,,,0.032,987.78,2.45182e+06,
,,,,,,0.033,0.033,,,,,0.033,987.781,2.45182e+06,
,,,,,,0.034,0.034,,,,,0.034,987.782,2.45182e+06,
,,,,,,0.035,0.035,,,,,0.035,987.783,2.45182e+06,
,,,,,,0.036,0.036,,,,,0.036,987.784,2.45182e+06,
,,,,,,0.037,0.037,,,,,0.037,987.785,2.45182e+06,
,,,,,,0.038,0.038,,,,,0.038,987.786,2.45182e+06,
,,,,,,0.039,0.039,,,,,0.039,987.787,2.45182e+06,
,,,,,,0.04,0.04,,,,,0.04,987.788,2.45182e+06,
,,,,,,0.041,0.041,,,,,0.041,987.789,2.45182e+06,
,,,,,,0.042,0.042,,,,,0.042,987.79,2.45182e+06,
,,,,,,0.043,0.043,,,,,0.043,987.791,2.45182e+06,
,,,,,,0.044,0.044,,,,,0.044,987.792,2.45182e+06,
,,,,,,0.045,0.045,,,,,0.045,987.793,2.45182e+06,
,,,,,,0.046,0.046,,,,,0.046,987.794,2.45182e+06,
,,,,,,0.047,0.047,,,,,0.047,987.795,2.45182e+06,
,,,,,,0.048,0.048,,,,,0.048,987.796,2.45182e+06,
,,,,,,0.049,0.049,,,,,0.049,987.797,2.45182e+06,
,,,,,,0.05,0.05,,,,,0.05,987.798,2.45182e+06,
,,,,,,0.051,0.051,,,,,0.051,987.799,2.45182e+06,
,,,,,,0.052,0.052,,,,,0.052,987.8,2.45182e+06,
,,,,,,0.053,0.053,,,,,0.053,987.801,2.45182e+06,
,,,,,,0.054,0.054,,,,,0.054,987.802,2.45182e+06,
,,,,,,0.055,0.055,,,,,0.055,987.803,2.45182e+06,
,,,,,,0.056,0.056,,,,,0.056,987.804,2.45182e+06,
,,,,,,0.057,0.057,,,,,0.057,987.805,2.45182e+06,
,,,,,,0.058,0.058,,,,,0.058,987.806,2.45182e+06,
,,,,,,0.059,0.059,,,,,0.059,987.807,2.45182e+06,
,,,,,,0.06,0.06,,,,,0.06,987.808,2.45182e+06,
,,,,,,0.061,0.061,,,,,0.061,987.809,2.45182e+06,
,,,,,,0.062,0.062,,,,,0.062,987.81,2.45182e+06,
,,,,,,0.063,0.063,,,,,0.063,987.811,2.45182e+06,
,,,,,,0.064,0.064,,,,,0.064,987.812,2.45182e+06,
,,,,,,0.065,0.065,,,,,0.065,987.813,2.45182e+06,
,,,,,,0.066,0.066,,,,,0.066,987.814,2.45182e+06,
,,,,,,0.067,0.067,,,,,0.067,987.815,2.45182e+06,
